name,ratings,date,comment,search,keyword
 김미성 ,4,1년 전,아주 달콤하다 손님이 엄청 많다,성심당케잌부띠끄본점,sungsimdang_bakery
 돌돔 ,5,1년 전,케이크 맛 좋아요,성심당케잌부띠끄본점,sungsimdang_bakery
 초록새 ,5,1년 전,다양한 케이크가 있어서 신기하고 재밌었음 그리고 케이크 맛있었음 살짝 비싸긴 한데 그럴만한 가치가 있는 케이크였음,성심당케잌부띠끄본점,sungsimdang_bakery
 Ji-Hyeong LEE ,4,1년 전,빵 하면 성심당인데 명절 선물 포장을 조금 고급 지게 해줬으면 하는 아쉬움,성심당케잌부띠끄본점,sungsimdang_bakery
 이재윤 ,4,1년 전,다 좋은데 자리랑 캐셔가 부족해요,성심당케잌부띠끄본점,sungsimdang_bakery
 김동호 ,5,1년 전,성심당에 유명합니다,성심당케잌부띠끄본점,sungsimdang_bakery
 カノン케논 canon ,4,1년 전,맛있는 디저트인 건 맞지만 가격이 개인적으로는 부담스러워요 가격 빼고는 다 만족합니다,성심당케잌부띠끄본점,sungsimdang_bakery
 유만섭 ,4,1년 전,빵 과자들이 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 Sergey Uchaikin ,5,1년 전,맛있는,성심당케잌부띠끄본점,sungsimdang_bakery
 박상민 ,5,1년 전,빵이 입에 사르르 녹고 매우 맛있음,성심당케잌부띠끄본점,sungsimdang_bakery
 Duck9 song ,5,1년 전,개인적으로 대전에서 성심당도 맛있지만 케이크 부티크를 가야 한다고 생각합니다 부추빵 튀소도 맛있지만 케익부띠 그의 타르트와 케이크들은 정말 맛있습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 이효정 ,5,1년 전,순수 우유 롤케이크가 진짜 너무 맛있어 요성심당 최고,성심당케잌부띠끄본점,sungsimdang_bakery
 장혜원 ,5,1년 전,성심당은 한국의 자존심입니다가 격대비 최고임,성심당케잌부띠끄본점,sungsimdang_bakery
 브레이브하트 ,5,1년 전,튀소가 유명한 최고의 베이 거리,성심당케잌부띠끄본점,sungsimdang_bakery
 seon ,5,1년 전,일이 생일인 큰딸 중국으로 부하러 가기 전 축하해주기 위해 예전에 먹고 잊을 수 없는 생크림 케이크 생각에 일부러 사러 갔는데 성심당 빵만 먹다가 케이크 부티크는 처음 방요거트생 크림으로 딸 기랑 블루베리가 섞여서 눈으로 보는 것만으로도 맛있어 보였어요 앞에 분이 똑같은 걸 사기에 없으면 어쩌나 했지만 지금 위에 데코만 하면 된다고 하셔서 조금 기다렸다가 구매 항상 직분들이 계속 만들고 계시는 걸 보면서 바로바로 만들어서 주는 거라,성심당케잌부띠끄본점,sungsimdang_bakery
 Ray Rozycki ,5,1년 전,너무 좋아 내가 먹은 모든 케이크는 맛있었습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 김윤영 ,5,1년 전,생크림이 맛있음 파이류와 무스케이크는 좀 비싼 감이 없지 않은데 케이크는 퀄리티와 가격 모두 훌륭함,성심당케잌부띠끄본점,sungsimdang_bakery
 린빈빠빠 ,5,1년 전,대전에 오면 꼭 들러야 할 곳 중 하나 부추빵 튀김 곰보빵 외에도 맛난 빵 가득,성심당케잌부띠끄본점,sungsimdang_bakery
 아디오스 ,5,1년 전,다양한 케이크가 있어서 선택에 고민이 되는군요,성심당케잌부띠끄본점,sungsimdang_bakery
 Jutamas Luangtawatkul ,5,1년 전,매우 맛있는,성심당케잌부띠끄본점,sungsimdang_bakery
 지름동자 ,2,1년 전,너무 비싸요,성심당케잌부띠끄본점,sungsimdang_bakery
 Wonbae Lim ,4,1년 전,들르는 것이 좋다,성심당케잌부띠끄본점,sungsimdang_bakery
 헤헷 ,4,1년 전,주스가 너무 상큼해서 좀 셔요,성심당케잌부띠끄본점,sungsimdang_bakery
 응아니야 ,5,1년 전,시성심당,성심당케잌부띠끄본점,sungsimdang_bakery
 최종규 ,5,1년 전,순우 유로 맛있습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 Min _s0 ,1,1년 전,빵은 맛있지만 직이 불친절함,성심당케잌부띠끄본점,sungsimdang_bakery
 재성이 ,5,1년 전,케이크 면 케이크 빵이면 빵 사 와 전통이 줘 맛나고 이뻐요,성심당케잌부띠끄본점,sungsimdang_bakery
 Vavaroski Minami ,4,1년 전,대전의 상징,성심당케잌부띠끄본점,sungsimdang_bakery
 박인환 ,5,1년 전,대전에 있다는 게 믿기지 않을 만큼 퀄리티가 매우 훌륭합니 다 케이크도 다른데 보다 비싸다고 할 순 없는 거 같고 맛은 최고임 다른 도시에서 친구 놀러 오면 눈치 안 보고 데려가 볼 만한 몇 안 되는 대전 명물,성심당케잌부띠끄본점,sungsimdang_bakery
 Jihyun Kim ,5,1년 전,케이크 생크림 존 맛탕,성심당케잌부띠끄본점,sungsimdang_bakery
 PPP PP ,5,1년 전,케이크도 맛있고 스콘도 맛있으면 어쩌 잔 거지 스콘 먹게 버터랑 잼 일회용 팔아줬으면 좋겠어요,성심당케잌부띠끄본점,sungsimdang_bakery
 초식동물 ,2,1년 전,맛없다 카페에 나오는 음료는 맛이 없고 생과일주스에 가루 파우더 맛난 다 그리고 빵은 딱히 손이 가는 게 없다 또한 수푸딩은 밑에 설탕이 캐러멜 화가 오버되어서 단맛과 캐러멜 맛이 균형을 이루지 못하고 아주 탄 맛만 난다 여기 푸딩 먹을 빠엔 양재 김영모가 서드셔라 아푸딩 윗부분은 나름 괜찮다 다만 밑에 쓰다 못해 혀가 괴롭다 나머지 평을 하자면 빵은 무난하다 하지만 굳이 여기 카페 들릴 일 없다 맛없다,성심당케잌부띠끄본점,sungsimdang_bakery
 김백사도훈 ,3,1년 전,부추빵 튀김 곰보빵 먹으러 갔는데 그냥 특별함이 많지는 않고 젊은 분위기는 만끽,성심당케잌부띠끄본점,sungsimdang_bakery
 김주헌 ,5,1년 전,최고의 케이크,성심당케잌부띠끄본점,sungsimdang_bakery
 v로드 ,5,1년 전,존 맛탕 그 자체,성심당케잌부띠끄본점,sungsimdang_bakery
 김민우 ,5,1년 전,케이크 진짜 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 D DO ,3,1년 전,예쁜 케이크 많은 근데 앉을 자리는 부족한 층은 식당이기 때임 근처에 타르타르 있는데 수다 떨려고 가는 거면 거기 추천 선물 살려면 성심당 추천,성심당케잌부띠끄본점,sungsimdang_bakery
 ELIM ,3,1년 전,다양한 케이크 값은 조금 비싼 듯,성심당케잌부띠끄본점,sungsimdang_bakery
 Jisu Kang ,5,1년 전,대전의 명물 성심당 케 이 전점,성심당케잌부띠끄본점,sungsimdang_bakery
 하지호 ,5,2년 전,짱짱,성심당케잌부띠끄본점,sungsimdang_bakery
 YM K ,5,2년 전,케이크 맛있다,성심당케잌부띠끄본점,sungsimdang_bakery
 송두영 ,4,2년 전,맛 좋은 케이크,성심당케잌부띠끄본점,sungsimdang_bakery
 DaeSu Kim ,4,2년 전,이쁜 케이크 많음 주차는 포기,성심당케잌부띠끄본점,sungsimdang_bakery
 이창희 ,5,2년 전,튀김 곰보빵 정말 맛있어요 다른 빵들도 대부분 맛있어요 대전 최고의 맛 집인 정,성심당케잌부띠끄본점,sungsimdang_bakery
 없음 ,4,2년 전,사람들이 많고 주차 간이 부족합니다 주차권을 주지만 반대편 골목의 유료 주차장을 이용해야 돼서 불편하네요 아직 빵을 먹어보지는 않았지만 종류가 다양하고 카페처럼 분위기도 낼 수 있기에 추천합니다 연인들의 데이트 코스 중 카페가 아닌 성심당 걸어 다니다 지치면 쉬기에도 좋고 카페처럼 음료나 커피도 마실 수 있으니 더 좋은 것 같네요 대전의 시내 중앙에 있으니 차를 끌고 가시는 것보다는 도보나 대중교통을 이용하시는 걸 추천드립니다,성심당케잌부띠끄본점,sungsimdang_bakery
 이지은 ,5,2년 전,케이크는 시성 신당이,성심당케잌부띠끄본점,sungsimdang_bakery
 불멸자연합 ,1,2년 전,대전에 참 명물이 없긴 하지 오래된 집,성심당케잌부띠끄본점,sungsimdang_bakery
 Hyuck Sunwoo ,5,2년 전,대전 최고의 케이크집,성심당케잌부띠끄본점,sungsimdang_bakery
 김무니 ,4,2년 전,맛있는데 가격이 너무 비싸다,성심당케잌부띠끄본점,sungsimdang_bakery
 김규섭 ,5,2년 전,케이크와 빵이 짱입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 Miraculous ,5,2년 전,마카롱 정말 맛있어요 순수 롤은 일본의 도지 카롤에 버금가는 깔끔하고 훌륭한 롤입니다 꼭 드셔보세요,성심당케잌부띠끄본점,sungsimdang_bakery
 NINA ryu ,5,2년 전,성심당 케이크는 우주일,성심당케잌부띠끄본점,sungsimdang_bakery
 서동연 ,4,2년 전,케이크 맛나요 운수 롤케이크도 맛나고요,성심당케잌부띠끄본점,sungsimdang_bakery
 안녕하세요?갈마교회 장도영집사님 ,5,2년 전,굿굿굿입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 yong su kim ,5,2년 전,크리스마스가 되면 출입이 힘들 정도로 사람이 많다,성심당케잌부띠끄본점,sungsimdang_bakery
 joondong kim ,4,2년 전,괜찮긴 한데 사람이 너무 많아서,성심당케잌부띠끄본점,sungsimdang_bakery
 노빠꾸 ,4,2년 전,비싼 만큼 맛있는 듯,성심당케잌부띠끄본점,sungsimdang_bakery
 El Condor Pasa ,5,2년 전,대전에서 내세울 수 있는 몇 안 되는 맛 집입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 E yun ,5,2년 전,좋을까요 좋죠,성심당케잌부띠끄본점,sungsimdang_bakery
 여주희 ,5,2년 전,꽤 좋습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 정태훈 ,4,2년 전,케이크 맛나요,성심당케잌부띠끄본점,sungsimdang_bakery
 G. K ,4,2년 전,생각보다 비싸진 않음다만 자리가 너무 적음,성심당케잌부띠끄본점,sungsimdang_bakery
 논산ch미디어 선교부 ,4,2년 전,울자 매님과 함께 한 곳 빵 종류도 많고 특히 여자들이 좋아할 만한 곳,성심당케잌부띠끄본점,sungsimdang_bakery
 김정완 ,5,2년 전,튀김 곰보빵 파는 곳인 줄 알았다 카페임,성심당케잌부띠끄본점,sungsimdang_bakery
 황희승 ,4,2년 전,다른 품류는 잘 즐기질 않아서 모르겠지만 케이크와 롤케이크가 정말 맛있는 곳입니다 전체적인 가격대가 조금 비싼 점은 아쉬운 부분이지만 맛 하나로 커버가 될 정도로 다른 유명 브랜드의 케이크보다 품질 면에서 월등하다고 생각되네요,성심당케잌부띠끄본점,sungsimdang_bakery
 망나니솔 ,4,2년 전,예쁘고 맛있는 케이크와 파이 쿠키 등이 다양합니다 그러나 가격 이후 덜덜하네요,성심당케잌부띠끄본점,sungsimdang_bakery
 최연식 ,5,2년 전,대전 최고의 빵집 맛있는 빵도 많고 대전을 대표하는 명물,성심당케잌부띠끄본점,sungsimdang_bakery
 wild park ,5,2년 전,아주 맛있다,성심당케잌부띠끄본점,sungsimdang_bakery
 N H ,4,2년 전,여기는 먹을 게 많다,성심당케잌부띠끄본점,sungsimdang_bakery
 밈미 ,5,2년 전,맛남,성심당케잌부띠끄본점,sungsimdang_bakery
 정대상 ,5,2년 전,예쁘고 맛있어 보이는 걸로 가득함,성심당케잌부띠끄본점,sungsimdang_bakery
 그냥햄스터 ,4,2년 전,정말 맛있고 예쁘고 데이트 코스이지만 비쌈,성심당케잌부띠끄본점,sungsimdang_bakery
 소심먹방 ,5,2년 전,빵 백화점 빵 종류가 많아요 다 사고 싶음,성심당케잌부띠끄본점,sungsimdang_bakery
 윤나영 ,4,2년 전,맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 유영섭 ,4,2년 전,시성 신당의 또 다른 야심작 케이크는 좀 비싸지만 아기자기 작품들을 만날 수 있어 선물용으로 좋은 것 같습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 우쨔닝 ,5,2년 전,성심당은 케이크뿐이야 최고야,성심당케잌부띠끄본점,sungsimdang_bakery
 송. ,3,2년 전,대전의 명물로 유명한 성심당의 케이크 부티 크 다양한 케이크와 이쁜 가게는 추천 주변 주차장과 휴로만 이상 구매 시 주차권 획득 가능해 요 케이크는 맛나지만 특별하지는 않은 듯 너무 많은 방객으로 내부에서 즐길 간 이 부족하다 먹고 가는 것보다 성심당 들린 김에 케이크 하나 사가지고 가기에 적당해 보이는 곳,성심당케잌부띠끄본점,sungsimdang_bakery
 시고르혀브종 ,5,2년 전,머 전의 자랑,성심당케잌부띠끄본점,sungsimdang_bakery
 나이스가이 ,5,2년 전,좋은데 가격이 좀 비싸요,성심당케잌부띠끄본점,sungsimdang_bakery
 김민선 ,5,2년 전,좋아요,성심당케잌부띠끄본점,sungsimdang_bakery
 권용길 ,1,2년 전,불편합니다,성심당케잌부띠끄본점,sungsimdang_bakery
 Philip Shin ,5,2년 전,베스트,성심당케잌부띠끄본점,sungsimdang_bakery
 박하스 ,5,2년 전,요기 스콘이랑 케이크도 맛있어요 키리 시짱 맛,성심당케잌부띠끄본점,sungsimdang_bakery
 김주현 ,5,2년 전,대전에 몇 안 되는 케이크 한 점입니다 성심당 본점 바로 옆에 위치하고 있습니다 튀소 나 명란 바게트는 없어 요 케이크나 롤이 주 메뉴입니다 아기자기 이쁜 장소이지만 케이크 맛은 평범한 수준입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 유창완 ,4,2년 전,맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 Chaewon Seo ,5,2년 전,정말 좋아요,성심당케잌부띠끄본점,sungsimdang_bakery
 슈슈슈 ,5,2년 전,예쁜 케이크와 디저트들이 많아요 테이블도 있으나 주말에는 자리 맡기 어려워요,성심당케잌부띠끄본점,sungsimdang_bakery
 김성식 ,4,2년 전,맛난 거 많아요,성심당케잌부띠끄본점,sungsimdang_bakery
 굿리치 ,5,2년 전,빵과 커피 모두 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 이동희 ,5,2년 전,도로가에 있어 찾기도 쉽고 여러 가지의 맛있는 케이크와 차와 디저트가 많아 골라 먹는 재미가 있어 요 맞도 짱입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 Seok-sung Jeong ,5,2년 전,좋았어요,성심당케잌부띠끄본점,sungsimdang_bakery
 박서영 ,5,2년 전,암요 그럼 요시사와 맛을 담은 장소,성심당케잌부띠끄본점,sungsimdang_bakery
 mr W ,5,2년 전,최고,성심당케잌부띠끄본점,sungsimdang_bakery
 향기난다너 ,5,2년 전,대전의 명소답게 많은 사람이 오고 가는 곳 크리스마스 케이크가 불티나네요 그만큼 케이크도 맛나요 체인 점 케이크와는 달라요,성심당케잌부띠끄본점,sungsimdang_bakery
 날아라거북이 ,5,2년 전,빵도 차도 대만족입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 문준기 ,5,2년 전,케이크 쩌는 곳,성심당케잌부띠끄본점,sungsimdang_bakery
 기짝 ,5,2년 전,케이크 예약은 며칠 전에 하면 더 좋음,성심당케잌부띠끄본점,sungsimdang_bakery
 구리구리 ,5,2년 전,맛있고 종류도 다양해요,성심당케잌부띠끄본점,sungsimdang_bakery
 윤원선 ,3,2년 전,맛은 좋은 데만 이상 결시 주차시설 무료하는 표기라든지 계산점에 설명 좀 부탁드립니다,성심당케잌부띠끄본점,sungsimdang_bakery
 이귀영 ,3,2년 전,매장이 쁘고 디저트도 이쁘고 저렴한 가격이라 좋았다 기대보다 뛰어난 맛은 아니었다,성심당케잌부띠끄본점,sungsimdang_bakery
 양승남 ,4,2년 전,정말 맛 이하는 대전 대표 과점,성심당케잌부띠끄본점,sungsimdang_bakery
 김민준 ,5,2년 전,빵은 그냥저냥이지만 최근 들어 케이크는 아주 맛있게 먹고 있습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 소류지 ,5,2년 전,국내 최고 빵집,성심당케잌부띠끄본점,sungsimdang_bakery
 ᄒᄒ ,4,2년 전,여긴 케이크 성심당 그 옆에 본점도 있네요,성심당케잌부띠끄본점,sungsimdang_bakery
 유유 ,4,2년 전,커피가 맛나요 쓴맛이 아니라 찐해요,성심당케잌부띠끄본점,sungsimdang_bakery
 유리공주뉨 ,5,2년 전,케이크랑 음료 모든 게 깔끔하고 이뻐요 여자분들이 좋아할 만한 곳이에요 다만 매장 규모가 그리 크지 않아서 엄청 붐빕니다 사람에 치여요,성심당케잌부띠끄본점,sungsimdang_bakery
 규야 ,4,2년 전,대전의 명물 성심당 별개는 맛있어서 그리고 비싸서,성심당케잌부띠끄본점,sungsimdang_bakery
 ycbm ,5,2년 전,성심당이 서산 거 바로 먹는 곳,성심당케잌부띠끄본점,sungsimdang_bakery
 정동빈 ,5,2년 전,맛있다 그 자세한 설명은 생략한다,성심당케잌부띠끄본점,sungsimdang_bakery
 이시형 ,5,2년 전,귀여움,성심당케잌부띠끄본점,sungsimdang_bakery
 Synchro Shokan ,4,2년 전,대전의 달 충전소,성심당케잌부띠끄본점,sungsimdang_bakery
 up kjh ,5,2년 전,대전권에서는 세 손가락 안에 드는 디저트 케이크 집이라 생각합니다,성심당케잌부띠끄본점,sungsimdang_bakery
 DONGSU LEE ,5,2년 전,너무 좋아요,성심당케잌부띠끄본점,sungsimdang_bakery
 Tersia Giani ,4,2년 전,훌륭한 당근 케이크,성심당케잌부띠끄본점,sungsimdang_bakery
 박예진 ,4,2년 전,순수 롤은 진짜 느끼하지 않고 맛있었는데 나머지는 그냥 그랬어요,성심당케잌부띠끄본점,sungsimdang_bakery
 Aisha Barnes ,5,2년 전,나는 그것이 항상 매우 바쁜 이유를 봅니다 구운 음식은 맛있습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 불꽃심장 ,5,2년 전,좋아 아아아아아앙아주 좋아 아아아 아아 아 아아앙 다양하고 너무 좋음,성심당케잌부띠끄본점,sungsimdang_bakery
 김규리 ,5,2년 전,소만큼 맛있고 즐거운 곳,성심당케잌부띠끄본점,sungsimdang_bakery
 Per Nielsen ,5,2년 전,한국 여행의 필수품 확실히 유럽 기준에 부합하는 엄청나게 좋은 케이크와 빵 그러나 실험에 대한 독창성과 열망은 우리가 유럽에서 배울 수 있는 것입니다 더 자주 오고 싶어요,성심당케잌부띠끄본점,sungsimdang_bakery
 김기사 ,5,2년 전,일단 가봐,성심당케잌부띠끄본점,sungsimdang_bakery
 Seraphina ,3,2년 전,사람이 많아요,성심당케잌부띠끄본점,sungsimdang_bakery
 이상수 ,5,2년 전,맛있는 케이크,성심당케잌부띠끄본점,sungsimdang_bakery
 J ,3,2년 전,치즈 수플레는 바닐라 빈 이 곰팡이처럼 막 깔려 있고 최고 존 맛 그거 말곤 글쎄요,성심당케잌부띠끄본점,sungsimdang_bakery
 이은택 ,4,2년 전,맛있는 케이크들을 팔고 정도이다,성심당케잌부띠끄본점,sungsimdang_bakery
 마지카와 ,5,2년 전,성심당에 가실 거면 부티크를 가세요,성심당케잌부띠끄본점,sungsimdang_bakery
 HM C ,4,2년 전,키리쉬케잌이 여기보다 맛있는 곳은 아직 못 본 것 같습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 하핳하 ,5,2년 전,화려한 디저트들과 깔끔한 내부 구조를 가지고 있다 직접 만드는 조각 케이크 조각 롤케이크 등등 편하게 먹게 접시에 담아주기까지 한다가 격은 조금 비싸지만 후회는 없는 맛이다,성심당케잌부띠끄본점,sungsimdang_bakery
 킴마리오 ,2,2년 전,너무 비싸,성심당케잌부띠끄본점,sungsimdang_bakery
 이니스리아 ,4,2년 전,본점은 뒤에 여긴 케이크,성심당케잌부띠끄본점,sungsimdang_bakery
 Yu Diane ,3,2년 전,괜찮네 요한 가 볼 만합니다 가격도 비싼 편은 아니고요,성심당케잌부띠끄본점,sungsimdang_bakery
 유태선 ,4,2년 전,케이크 좋음,성심당케잌부띠끄본점,sungsimdang_bakery
 Sang In Han ,4,2년 전,집안 행사가 있어 케이크를 샀는데 맛있었음,성심당케잌부띠끄본점,sungsimdang_bakery
 곽상무 ,3,2년 전,순수롤과일타르트 괜찮습니다 오사카 다녀오신 분들이나 디저트 카페 잘하는 곳 많이 다녀오신 분들은 실망 많이 하실 거 같습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 김동명 ,5,2년 전,인기만큼 사람 많고 빵도 맛있네요,성심당케잌부띠끄본점,sungsimdang_bakery
 조예주 ,5,2년 전,케이크는 시성심당 창업주 년 기념으로 나온 오키도키 빵도 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 최인석 ,4,2년 전,맛있고 가격은 그럭저럭 그런데 간이 좁아 불편,성심당케잌부띠끄본점,sungsimdang_bakery
 김창환 ,3,2년 전,대전 빵집 성심당갑,성심당케잌부띠끄본점,sungsimdang_bakery
 yelin kang ,5,2년 전,케이크 존 맛입니다 대전 살고 싶을 정도,성심당케잌부띠끄본점,sungsimdang_bakery
 김성수 ,4,2년 전,케익부띠끄층 프라잉 팬에 다녀왔어요 성심당에서 운영하는 경양식입니다 깨끗하고 정갈한 느낌입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 Monaka ,5,3년 전,믿고 먹는 성심당,성심당케잌부띠끄본점,sungsimdang_bakery
 김득용 ,5,3년 전,친절짱,성심당케잌부띠끄본점,sungsimdang_bakery
 Mia san mia ,5,3년 전,평일에 누가 사람 적다고 했나,성심당케잌부띠끄본점,sungsimdang_bakery
 min cho ,4,3년 전,다양 먹을 만함 시식 기회 있음에는 인간이 미어터짐,성심당케잌부띠끄본점,sungsimdang_bakery
 EyEs Lee ,4,3년 전,케이크 맛나요 파리 크루아상과 비 등비 등,성심당케잌부띠끄본점,sungsimdang_bakery
 이명선 ,5,3년 전,맛있다 가격이 좀 비싸다,성심당케잌부띠끄본점,sungsimdang_bakery
 허준호 ,5,3년 전,생크림별로 안 좋아하는데 정말 맛있어요,성심당케잌부띠끄본점,sungsimdang_bakery
 한원영 ,5,3년 전,좋아요,성심당케잌부띠끄본점,sungsimdang_bakery
 kim chi-hun ,5,3년 전,주차 간 거의 없음 케이크 최고,성심당케잌부띠끄본점,sungsimdang_bakery
 김구윤 ,4,3년 전,케이크류 디저트 추천 빵은 성심당으로,성심당케잌부띠끄본점,sungsimdang_bakery
 B MAHN ,4,3년 전,맛은 있는데 주말에 사람 너무 많아요,성심당케잌부띠끄본점,sungsimdang_bakery
 박찰스 ,5,3년 전,순수 롤케이크가 진리 짱임,성심당케잌부띠끄본점,sungsimdang_bakery
 이슬기 ,5,3년 전,우유 생크림 최고,성심당케잌부띠끄본점,sungsimdang_bakery
 Byoungsun Lee ,4,3년 전,비싸고 맛있는 케이크를 파는 복잡하고 유명한 곳,성심당케잌부띠끄본점,sungsimdang_bakery
 ᄋᄃᄋ ,4,3년 전,시내에 위치해 사람이 많습니다 그러나 대전에 왔다면 꼭 들리더라고 요 케이크가 그림처럼 예쁘고 작은 케이크는 천대도 있습니다 주차가 굉장히 어럽습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 jiwon kim ,5,3년 전,아메리카노가 맛있다,성심당케잌부띠끄본점,sungsimdang_bakery
 이유리 ,3,3년 전,비싸다,성심당케잌부띠끄본점,sungsimdang_bakery
 정병삼 ,5,3년 전,깔끔하고 세련된 내 부직들 친절함 내가 가장 좋아하는 순수 마들렌을 구입할 수가 있어서 좋아요,성심당케잌부띠끄본점,sungsimdang_bakery
 CCTV컴짱 ,5,3년 전,대전 최고의 중심가 성심당 대전에는 성심당이 있다 최고의 브랜드 성심당,성심당케잌부띠끄본점,sungsimdang_bakery
 nono phone ,5,3년 전,성심당은 원가도 좋다,성심당케잌부띠끄본점,sungsimdang_bakery
 정건 ,5,3년 전,성심당은 뭐 누구나 다 좋아하지,성심당케잌부띠끄본점,sungsimdang_bakery
 JEESU LEE ,5,3년 전,롤케이크도 맛있는 곳,성심당케잌부띠끄본점,sungsimdang_bakery
 Sumin Lee ,4,3년 전,빵은 저렴하고 맛있는데 사람이 너무 많아서 힘들었습니다,성심당케잌부띠끄본점,sungsimdang_bakery
 김지영 ,5,3년 전,모든 종류의 케이크가 다 맛있다,성심당케잌부띠끄본점,sungsimdang_bakery
 농사짖는개미 ,4,3년 전,이쁜 케이크,성심당케잌부띠끄본점,sungsimdang_bakery
 장은주 ,5,3년 전,사람 엄청남 모두 먹아보고 싶은 빵들이 가득함,성심당케잌부띠끄본점,sungsimdang_bakery
 이승철 ,4,3년 전,사람이 너무 많음,성심당케잌부띠끄본점,sungsimdang_bakery
 길금숙 ,2,3년 전,화장실이 깨끗하고 좋아다,성심당케잌부띠끄본점,sungsimdang_bakery
 박준태 ,4,3년 전,사람이 많은 게 단점,성심당케잌부띠끄본점,sungsimdang_bakery
 서지원 ,4,3년 전,대전의 자랑 맛있는 케이크 부티크,성심당케잌부띠끄본점,sungsimdang_bakery
 Siddhartha Saggar ,4,3년 전,빵 그렇게 좋지 않습니다 케이크 좋아,성심당케잌부띠끄본점,sungsimdang_bakery
 신경문 ,5,3년 전,대 전경을 살리는 곳입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 YP-MO ,5,3년 전,가격은 어느 정도 있지만 맛있다 항상 사람들이 많다 사온 빵을 안에서 커피와 함께 먹을 수도 있으며 내부 계단을 통해 올라가면 플라잉팬 레스토랑에 갈 수 있다,성심당케잌부띠끄본점,sungsimdang_bakery
 DONGEUN LEE ,5,3년 전,대전 최고의 디저트 판매점입니다 정말 다양한 디저트를 팔고 있으며 케이크도 판매합니다 대전에 온다면 꼭 한 들려 볼만한 곳입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 김효정 ,4,3년 전,케이크는 정말 맛있으나 앉아서 먹을 곳이 부족해요,성심당케잌부띠끄본점,sungsimdang_bakery
 지은주 ,4,3년 전,예쁘고 맛 좋은 케이크와 타르트어 빠져보세요,성심당케잌부띠끄본점,sungsimdang_bakery
 D Lee ,3,3년 전,여전히 특색 있고 저렴한 빵들이 많지만 사람이 너무 많고 시식이 예전에 비해 줄어든 것 같음,성심당케잌부띠끄본점,sungsimdang_bakery
 슈퍼히어로김서준겸 ,3,3년 전,명성에 비해 그다지 케이크보다는 디저트들이 나아요,성심당케잌부띠끄본점,sungsimdang_bakery
 이진 ,3,3년 전,단 거 좋아하는 나도 풀들이 하나같이 지나치게 달아서 나눠 먹어야 할 정도 다 용돈이 한 적인 학생들에게는 비싼 편,성심당케잌부띠끄본점,sungsimdang_bakery
 Bow Wow ,4,3년 전,종류도 다양하고 맛있었다 커피를 시키면 마들렌을 서비스로 줌,성심당케잌부띠끄본점,sungsimdang_bakery
 문연희 ,5,3년 전,일단 사람이 많습니다 사람이 많다는 것은 그곳이 유명하다는 것이겠지요 롤케이크를 좋아해서 간혹 구입해서 먹는데 맛있습니다 예쁜 조각 케이크들도 많아 다양한 입맛을 충족시킬 수 있을 것입니다,성심당케잌부띠끄본점,sungsimdang_bakery
 안진명 ,5,6시간 전,빵이 다양해서 좋아요,성심당롯데백화점대전점,sungsimdang_bakery
 Summer_lin Yun ,5,6일 전,두말하면 입 아픈 성심당 대전의 자랑 사랑해요,성심당롯데백화점대전점,sungsimdang_bakery
 Peter Hoon Kang ,5,1주 전,대전을 넘어 대한민국과 빵의 자랑입니다,성심당롯데백화점대전점,sungsimdang_bakery
 Ran Kim ,5,1주 전,성심당 이름만으로도 퀄리티를 대변한다,성심당롯데백화점대전점,sungsimdang_bakery
 nanyoung oh ,4,1주 전,종류가 진짜 다양해서 좋아요,성심당롯데백화점대전점,sungsimdang_bakery
